"date","landingPagePath","source","medium","region","uniquePageviews","bounces","timeOnPage","sessions","newUsers","pageviews","exits","sessionDuration"
2018-10-10,"/office-of-admissions","(direct)","(none)","Massachusetts",2,0,12,1,1,2,1,12
2018-10-10,"/office-of-admissions","commonapp.org","referral","Florida",6,0,1167,1,0,8,1,1166
2018-10-10,"/office-of-admissions","google","organic","Hawaii",1,1,0,1,1,1,1,0
2018-10-10,"/office-of-admissions","google","organic","Maine",2,0,10,1,0,2,1,10
2018-10-10,"/office-of-admissions","google","organic","Massachusetts",8,0,990,1,0,9,1,991
2018-10-10,"/office-of-admissions","maine.edu","referral","Maine",3,0,48,1,0,3,1,48
2018-10-11,"/office-of-admissions","(direct)","(none)","Massachusetts",3,0,48,1,0,3,1,48
2018-10-11,"/office-of-admissions","google","organic","Maine",23,0,912,3,1,47,3,915
2018-10-12,"/office-of-admissions","(direct)","(none)","Connecticut",4,0,83,1,1,5,1,84
2018-10-12,"/office-of-admissions","(direct)","(none)","Montana",3,0,19,1,1,3,1,19
2018-10-12,"/office-of-admissions","commonapp.org","referral","(not set)",1,1,0,1,0,1,1,0
2018-10-12,"/office-of-admissions","commonapp.org","referral","Massachusetts",1,1,0,1,1,1,1,0
2018-10-12,"/office-of-admissions","commonapp.org","referral","Pennsylvania",1,1,0,1,0,1,1,0
2018-10-12,"/office-of-admissions","google","organic","Maine",5,0,306,1,0,7,1,305
2018-10-12,"/office-of-admissions","google","organic","Massachusetts",1,1,0,1,0,1,1,0
2018-10-12,"/office-of-admissions","google","organic","New Hampshire",4,1,79,2,0,6,2,80
2018-10-13,"/office-of-admissions","app.commonapp.org","referral","Maine",3,0,92,1,0,4,1,91
2018-10-13,"/office-of-admissions","bing","organic","Maine",4,0,147,1,0,7,1,147
2018-10-13,"/office-of-admissions","google","organic","Maine",5,0,79,2,2,6,2,77
2018-10-13,"/office-of-admissions","google","organic","Massachusetts",1,1,0,1,0,1,1,0
2018-10-14,"/office-of-admissions","(direct)","(none)","(not set)",1,1,0,1,1,1,1,0
2018-10-14,"/office-of-admissions","(direct)","(none)","New York",2,0,471,1,1,2,1,471
2018-10-14,"/office-of-admissions","bing","organic","(not set)",6,0,605,1,1,7,1,605
2018-10-14,"/office-of-admissions","google","organic","Maine",3,0,113,1,1,3,1,113
2018-10-15,"/office-of-admissions","(direct)","(none)","Maine",2,2,0,2,1,2,2,0
2018-10-15,"/office-of-admissions","app.commonapp.org","referral","Pennsylvania",7,0,115,1,1,8,1,116
2018-10-15,"/office-of-admissions","app.commonapp.org","referral","Wisconsin",2,0,243,1,1,2,1,243
2018-10-15,"/office-of-admissions","google","organic","Maine",14,1,690,5,3,16,5,691
2018-10-15,"/office-of-admissions","google","organic","New Hampshire",3,0,18,1,1,3,1,18
2018-10-15,"/office-of-admissions","google","organic","New York",1,1,0,1,0,1,1,0
2018-10-16,"/office-of-admissions","google","organic","Maine",35,0,3144,4,2,49,4,3141
2018-10-16,"/office-of-admissions","google","organic","Massachusetts",8,0,223,1,0,8,1,223
2018-10-16,"/office-of-admissions","google","organic","Nevada",1,1,0,1,0,1,1,0
2018-10-16,"/office-of-admissions","google","organic","New Hampshire",17,0,1144,1,0,28,1,1145
2018-10-16,"/office-of-admissions","google","organic","Wisconsin",1,1,0,1,0,1,1,0
2018-10-17,"/office-of-admissions","(direct)","(none)","Maine",7,1,1470,3,2,7,3,1471
2018-10-17,"/office-of-admissions","(direct)","(none)","Wisconsin",7,0,268,1,1,7,1,267
2018-10-17,"/office-of-admissions","commonapp.org","referral","Maine",4,0,41,1,0,4,1,40
2018-10-17,"/office-of-admissions","google","organic","Maine",16,2,180,6,3,19,6,181
2018-10-17,"/office-of-admissions","google","organic","Massachusetts",6,0,103,1,0,6,1,103
2018-10-17,"/office-of-admissions","google","organic","New York",2,2,0,2,1,2,2,0
2018-10-18,"/office-of-admissions","(direct)","(none)","Maine",2,2,0,2,1,2,2,0
2018-10-18,"/office-of-admissions","(direct)","(none)","New York",8,0,490,1,1,9,1,488
2018-10-18,"/office-of-admissions","(direct)","(none)","Texas",1,1,0,1,1,1,1,0
2018-10-18,"/office-of-admissions","(direct)","(none)","Vermont",5,0,204,1,1,6,1,205
2018-10-18,"/office-of-admissions","google","organic","Maine",4,2,33,3,2,4,3,33
2018-10-18,"/office-of-admissions","maine.edu","referral","Maine",1,1,0,1,0,1,1,0
2018-10-18,"/office-of-admissions","searchencrypt.com","referral","Maine",1,1,0,1,0,1,1,0
2018-10-19,"/office-of-admissions","(direct)","(none)","Maine",3,0,27,1,1,3,1,27
2018-10-19,"/office-of-admissions","google","organic","Maine",5,2,40,3,2,6,3,40
2018-10-19,"/office-of-admissions","google","organic","Massachusetts",9,1,705,3,1,9,3,705
2018-10-19,"/office-of-admissions","google","organic","New Hampshire",7,0,101,1,0,11,1,102
2018-10-19,"/office-of-admissions","google","organic","Pennsylvania",4,0,168,1,1,4,1,168
2018-10-19,"/office-of-admissions","google","organic","Wisconsin",1,1,0,1,0,1,1,0
2018-10-20,"/office-of-admissions","google","organic","California",5,0,76,1,0,6,1,76
2018-10-20,"/office-of-admissions","google","organic","Maine",2,0,22,1,0,2,1,22
2018-10-20,"/office-of-admissions","google","organic","Massachusetts",10,1,313,3,1,11,3,314
2018-10-21,"/office-of-admissions","(direct)","(none)","Rhode Island",4,0,288,1,1,4,1,288
2018-10-21,"/office-of-admissions","(direct)","(none)","Shanghai",1,1,0,1,1,1,1,0
2018-10-21,"/office-of-admissions","commonapp.org","referral","Maine",1,1,0,1,0,1,1,0
2018-10-21,"/office-of-admissions","commonapp.org","referral","New Mexico",1,1,0,1,0,1,1,0
2018-10-21,"/office-of-admissions","google","organic","Maine",2,0,84,1,1,3,1,84
2018-10-21,"/office-of-admissions","google","organic","Massachusetts",17,0,679,1,0,18,1,678
2018-10-22,"/office-of-admissions","(direct)","(none)","Massachusetts",7,0,188,2,2,10,2,187
2018-10-22,"/office-of-admissions","(direct)","(none)","New York",1,1,0,1,1,1,1,0
2018-10-22,"/office-of-admissions","bing","organic","Maine",4,0,489,1,0,4,1,489
2018-10-22,"/office-of-admissions","google","organic","Maine",9,0,978,3,0,14,3,977
2018-10-22,"/office-of-admissions","google","organic","Massachusetts",5,0,37,2,0,5,2,37
2018-10-22,"/office-of-admissions","google","organic","New Hampshire",2,0,30,1,1,2,1,30
2018-10-23,"/office-of-admissions","commonapp.org","referral","Maine",2,0,19,1,0,2,1,19
2018-10-23,"/office-of-admissions","google","organic","Maine",20,0,785,2,0,26,2,784
2018-10-24,"/office-of-admissions","(direct)","(none)","Lagos",5,0,323,1,1,5,1,322
2018-10-24,"/office-of-admissions","(direct)","(none)","Maine",1,1,0,1,1,1,1,0
2018-10-24,"/office-of-admissions","(direct)","(none)","Massachusetts",8,0,508,2,0,9,2,507
2018-10-24,"/office-of-admissions","google","organic","Maine",17,1,597,4,1,23,4,596
2018-10-25,"/office-of-admissions","(direct)","(none)","Maine",1,1,0,1,1,1,1,0
2018-10-25,"/office-of-admissions","commonapp.org","referral","Maine",1,1,0,1,0,1,1,0
2018-10-25,"/office-of-admissions","commonapp.org","referral","New Hampshire",2,0,19,1,1,2,1,19
2018-10-25,"/office-of-admissions","google","organic","Maine",8,1,110,4,1,8,4,110
2018-10-25,"/office-of-admissions","google","organic","Massachusetts",4,0,55,1,0,4,1,55
2018-10-25,"/office-of-admissions","google","organic","New York",2,2,0,2,0,2,2,0
2018-10-25,"/office-of-admissions","maine.edu","referral","Maine",6,0,133,1,0,8,1,132
2018-10-25,"/office-of-admissions","search.xfinity.com","referral","Massachusetts",2,0,4,1,0,2,1,4
2018-10-26,"/office-of-admissions","(direct)","(none)","Connecticut",4,0,22,1,1,4,1,21
2018-10-26,"/office-of-admissions","google","organic","(not set)",1,1,0,1,1,1,1,0
2018-10-26,"/office-of-admissions","google","organic","Maine",21,0,2748,4,2,28,4,2748
2018-10-26,"/office-of-admissions","google","organic","Massachusetts",4,0,27,2,1,4,2,27
2018-10-27,"/office-of-admissions","(direct)","(none)","Maine",2,0,9,1,1,2,1,9
2018-10-27,"/office-of-admissions","(direct)","(none)","New York",1,1,0,1,1,1,1,0
2018-10-27,"/office-of-admissions","(direct)","(none)","Tennessee",2,0,39,1,1,2,1,39
2018-10-27,"/office-of-admissions","commonapp.org","referral","New Jersey",3,0,57,1,0,4,1,57
2018-10-27,"/office-of-admissions","google","organic","Lagos",2,0,59,1,1,2,1,59
2018-10-28,"/office-of-admissions","(direct)","(none)","Connecticut",6,0,152,1,1,6,1,152
2018-10-28,"/office-of-admissions","(direct)","(none)","Maine",6,0,123,1,1,8,1,122
2018-10-28,"/office-of-admissions","(direct)","(none)","Massachusetts",2,0,11,1,1,2,1,11
2018-10-28,"/office-of-admissions","(direct)","(none)","New York",2,0,17,1,0,2,1,17
2018-10-28,"/office-of-admissions","(direct)","(none)","Vermont",4,0,81,1,1,4,1,80
2018-10-28,"/office-of-admissions","ask","organic","Maryland",3,0,10,1,0,3,1,9
2018-10-28,"/office-of-admissions","commonapp.org","referral","Maine",1,0,154,1,0,2,1,154
2018-10-28,"/office-of-admissions","google","organic","Lagos",2,0,65,1,1,2,1,65
2018-10-28,"/office-of-admissions","google","organic","Massachusetts",1,1,0,1,0,1,1,0
2018-10-29,"/office-of-admissions","(direct)","(none)","Florida",9,0,197,1,1,9,1,196
2018-10-29,"/office-of-admissions","(direct)","(none)","Rhode Island",4,0,101,1,1,4,1,101
2018-10-29,"/office-of-admissions","google","organic","California",1,1,0,1,1,1,1,0
2018-10-29,"/office-of-admissions","google","organic","Maine",13,0,1221,3,0,16,3,1221
2018-10-29,"/office-of-admissions","google","organic","Massachusetts",1,1,0,1,1,1,1,0
2018-10-29,"/office-of-admissions","google","organic","New York",2,0,8,1,0,2,1,8
2018-10-30,"/office-of-admissions","(direct)","(none)","Kigali City",6,0,157,1,1,6,1,157
2018-10-30,"/office-of-admissions","(direct)","(none)","Mississippi",1,1,0,1,1,1,1,0
2018-10-30,"/office-of-admissions","(direct)","(none)","New York",5,0,99,1,1,6,1,98
2018-10-30,"/office-of-admissions","app.commonapp.org","referral","Maine",1,1,0,1,0,1,1,0
2018-10-30,"/office-of-admissions","google","organic","California",4,0,348,1,0,7,1,348
2018-10-30,"/office-of-admissions","google","organic","Maine",4,2,37,3,0,4,3,37
2018-10-30,"/office-of-admissions","google","organic","Minnesota",3,0,38,1,0,4,1,38
2018-10-30,"/office-of-admissions","yahoo","organic","Maine",2,0,11,1,0,2,1,11
2018-10-31,"/office-of-admissions","(direct)","(none)","Maine",11,0,291,1,1,14,1,291
2018-10-31,"/office-of-admissions","(direct)","(none)","Massachusetts",1,1,0,1,0,1,1,0
2018-10-31,"/office-of-admissions","(direct)","(none)","New Mexico",4,0,90,1,1,5,1,90
2018-10-31,"/office-of-admissions","bing","organic","Nevada",2,0,184,1,1,2,1,184
2018-10-31,"/office-of-admissions","google","organic","(not set)",8,0,1042,1,1,13,1,1042
2018-10-31,"/office-of-admissions","google","organic","Maine",8,2,42,4,2,8,4,43
2018-10-31,"/office-of-admissions","google","organic","New Jersey",6,0,51,1,0,6,1,50
2018-10-31,"/office-of-admissions","google","organic","North Carolina",5,0,1375,1,1,7,1,1375
2018-11-01,"/office-of-admissions","(direct)","(none)","Maine",2,2,0,2,1,2,2,0
2018-11-01,"/office-of-admissions","(direct)","(none)","New Hampshire",7,0,326,1,1,15,1,327
2018-11-01,"/office-of-admissions","(direct)","(none)","Vermont",4,0,687,1,1,4,1,687
2018-11-01,"/office-of-admissions","(direct)","(none)","Wisconsin",4,0,160,1,1,4,1,160
2018-11-01,"/office-of-admissions","bing","organic","Maine",1,1,0,1,0,1,1,0
2018-11-01,"/office-of-admissions","commonapp.org","referral","Maine",4,0,46,1,1,5,1,46
2018-11-01,"/office-of-admissions","google","organic","California",7,0,129,1,0,7,1,130
2018-11-01,"/office-of-admissions","google","organic","Maine",15,0,1669,3,0,21,3,1667
2018-11-01,"/office-of-admissions","google","organic","Massachusetts",15,1,822,2,0,26,2,820
2018-11-01,"/office-of-admissions","www2.maine.edu","referral","Maine",1,1,0,1,1,1,1,0
2018-11-01,"/office-of-admissions","yahoo","organic","Maine",4,0,227,1,0,5,1,227
2018-11-02,"/office-of-admissions","(direct)","(none)","Maine",4,4,0,4,1,4,4,0
2018-11-02,"/office-of-admissions","(direct)","(none)","Missouri",1,1,0,1,1,1,1,0
2018-11-02,"/office-of-admissions","commonapp.org","referral","New Hampshire",4,0,17,2,0,4,2,17
2018-11-02,"/office-of-admissions","google","organic","Maine",5,1,348,3,1,5,3,348
2018-11-02,"/office-of-admissions","google","organic","New York",6,0,239,1,1,6,1,239
2018-11-02,"/office-of-admissions","google","organic","Ontario",1,1,0,1,0,1,1,0
2018-11-03,"/office-of-admissions","(direct)","(none)","Connecticut",1,1,0,1,1,1,1,0
2018-11-03,"/office-of-admissions","(direct)","(none)","Maine",1,1,0,1,0,1,1,0
2018-11-03,"/office-of-admissions","(direct)","(none)","Maryland",2,0,8,1,1,2,1,8
2018-11-03,"/office-of-admissions","(direct)","(none)","Massachusetts",5,1,46,2,1,5,2,45
2018-11-03,"/office-of-admissions","commonapp.org","referral","(not set)",10,0,593,1,0,14,1,593
2018-11-03,"/office-of-admissions","google","organic","Maine",6,0,1016,2,1,6,2,1016
2018-11-04,"/office-of-admissions","(direct)","(none)","Massachusetts",1,1,0,1,0,1,1,0
2018-11-04,"/office-of-admissions","app.commonapp.org","referral","Connecticut",3,0,87,1,1,6,1,88
2018-11-04,"/office-of-admissions","commonapp.org","referral","Massachusetts",4,0,133,2,0,4,2,133
2018-11-05,"/office-of-admissions","bing","organic","Maine",8,0,201,1,0,10,1,201
2018-11-05,"/office-of-admissions","commonapp.org","referral","Maine",1,1,0,1,1,1,1,0
2018-11-05,"/office-of-admissions","google","organic","Maine",2,0,53,1,0,2,1,53
2018-11-05,"/office-of-admissions","google","organic","Massachusetts",13,0,990,2,1,14,2,991
2018-11-05,"/office-of-admissions","google","organic","New Hampshire",1,1,0,1,0,1,1,0
2018-11-05,"/office-of-admissions","google","organic","Tamil Nadu",3,0,129,1,1,4,1,129
2018-11-06,"/office-of-admissions","(direct)","(none)","Edo",5,0,294,1,1,8,1,294
2018-11-06,"/office-of-admissions","(direct)","(none)","Massachusetts",2,0,6,1,1,2,1,6
2018-11-06,"/office-of-admissions","google","cpc","New York",5,0,1706,1,0,10,1,1707
2018-11-06,"/office-of-admissions","google","organic","Maine",1,0,1352,1,1,2,1,1352
2018-11-06,"/office-of-admissions","google","organic","New Hampshire",2,2,0,2,0,2,2,0
2018-11-07,"/office-of-admissions","(direct)","(none)","Maine",1,1,0,1,0,1,1,0
2018-11-07,"/office-of-admissions","google","organic","Maine",5,0,42,1,0,5,1,42
2018-11-07,"/office-of-admissions","google","organic","Mississippi",1,1,0,1,1,1,1,0
2018-11-07,"/office-of-admissions","google","organic","Vermont",1,1,0,1,0,1,1,0
2018-11-07,"/office-of-admissions","google","organic","Wisconsin",3,0,9,1,0,3,1,10
2018-11-08,"/office-of-admissions","app.commonapp.org","referral","Oregon",1,1,0,1,1,1,1,0
2018-11-08,"/office-of-admissions","commonapp.org","referral","Nevada",1,1,0,1,0,1,1,0
2018-11-08,"/office-of-admissions","google","organic","Maine",8,2,466,4,1,9,4,465
2018-11-08,"/office-of-admissions","google","organic","Texas",1,1,0,1,0,1,1,0
2018-11-09,"/office-of-admissions","google","organic","Lagos",5,0,455,1,1,5,1,455
2018-11-10,"/office-of-admissions","(direct)","(none)","New Hampshire",3,0,41,1,1,3,1,41
2018-11-10,"/office-of-admissions","google","organic","Maine",4,1,178,2,1,5,2,178
2018-11-11,"/office-of-admissions","cms.usm.maine.edu","referral","Maine",5,0,363,1,0,8,1,361
2018-11-11,"/office-of-admissions","google","organic","Maine",5,0,90,1,0,6,1,91
2018-11-12,"/office-of-admissions","(direct)","(none)","Maine",2,0,36,1,1,2,1,36
2018-11-12,"/office-of-admissions","(direct)","(none)","Massachusetts",3,0,20,1,1,3,1,20
2018-11-12,"/office-of-admissions","(direct)","(none)","New Jersey",1,1,0,1,1,1,1,0
2018-11-12,"/office-of-admissions","commonapp.org","referral","Maine",2,0,17,1,0,2,1,17
2018-11-12,"/office-of-admissions","google","organic","Maine",5,1,69,2,1,6,2,69
2018-11-12,"/office-of-admissions","google","organic","New Jersey",1,1,0,1,1,1,1,0
2018-11-13,"/office-of-admissions","(direct)","(none)","Maine",2,0,27,1,1,2,1,27
2018-11-13,"/office-of-admissions","(direct)","(none)","North-East District",5,0,189,1,1,7,1,188
2018-11-13,"/office-of-admissions","app.commonapp.org","referral","Maine",1,1,0,1,1,1,1,0
2018-11-13,"/office-of-admissions","google","organic","Maine",5,1,46,3,0,5,3,46
2018-11-13,"/office-of-admissions","google","organic","New York",2,0,1009,1,1,3,1,1009
2018-11-13,"/office-of-admissions","yahoo","organic","New Hampshire",6,0,164,1,0,9,1,164
2018-11-14,"/office-of-admissions","(direct)","(none)","Massachusetts",1,1,0,1,0,1,1,0
2018-11-14,"/office-of-admissions","app.commonapp.org","referral","Oregon",1,1,0,1,1,1,1,0
2018-11-14,"/office-of-admissions","bing","organic","Maine",2,0,17,1,0,2,1,17
2018-11-14,"/office-of-admissions","google","organic","Maine",10,3,154,5,1,10,5,154
2018-11-14,"/office-of-admissions","google","organic","New York",1,1,0,1,0,1,1,0
2018-11-14,"/office-of-admissions","google","organic","Wisconsin",1,1,0,1,0,1,1,0
2018-11-15,"/office-of-admissions","(direct)","(none)","New Hampshire",1,1,0,1,0,1,1,0
2018-11-15,"/office-of-admissions","commonapp.org","referral","Maine",3,1,9,2,0,3,2,9
2018-11-15,"/office-of-admissions","commonapp.org","referral","Nevada",6,0,281,1,0,8,1,281
2018-11-15,"/office-of-admissions","commonapp.org","referral","New Hampshire",17,0,355,1,0,22,1,356
2018-11-15,"/office-of-admissions","commonapp.org","referral","Nova Scotia",2,0,358,1,0,3,1,358
2018-11-15,"/office-of-admissions","google","organic","Illinois",7,0,161,1,0,8,1,161
2018-11-15,"/office-of-admissions","google","organic","Maine",2,0,10,1,0,2,1,10
2018-11-15,"/office-of-admissions","google","organic","New York",2,0,287,1,1,3,1,287
2018-11-15,"/office-of-admissions","yahoo","organic","New Hampshire",3,0,131,1,0,5,1,132
2018-11-16,"/office-of-admissions","(direct)","(none)","Beijing",1,1,0,1,1,1,1,0
2018-11-16,"/office-of-admissions","(direct)","(none)","Maine",2,0,33,1,1,2,1,33
2018-11-16,"/office-of-admissions","app.commonapp.org","referral","New Hampshire",2,2,0,2,1,2,2,0
2018-11-16,"/office-of-admissions","commonapp.org","referral","New Hampshire",2,0,55,1,0,2,1,55
2018-11-17,"/office-of-admissions","(direct)","(none)","Arkansas",4,0,40,1,1,4,1,41
2018-11-17,"/office-of-admissions","(direct)","(none)","Connecticut",5,0,180,1,1,7,1,181
2018-11-17,"/office-of-admissions","commonapp.org","referral","New Hampshire",3,0,31,1,0,3,1,31
2018-11-17,"/office-of-admissions","google","organic","New Hampshire",4,0,102,1,1,4,1,102
2018-11-18,"/office-of-admissions","(direct)","(none)","Shanghai",1,1,0,1,1,1,1,0
2018-11-18,"/office-of-admissions","google","organic","Maine",3,0,54,1,0,5,1,54
2018-11-18,"/office-of-admissions","google","organic","Vermont",7,0,157,1,0,10,1,156
2018-11-19,"/office-of-admissions","(direct)","(none)","New York",5,0,145,1,1,7,1,145
2018-11-19,"/office-of-admissions","google","organic","Maine",8,1,2049,3,2,9,3,2050
2018-11-20,"/office-of-admissions","(direct)","(none)","Maine",2,0,29,1,1,2,1,29
2018-11-20,"/office-of-admissions","google","organic","Iowa",10,0,1281,1,0,15,1,1283
2018-11-20,"/office-of-admissions","google","organic","Maine",4,0,236,1,0,8,1,238
2018-11-20,"/office-of-admissions","google","organic","Vermont",11,0,574,1,1,15,1,576
